STATIONS_ID	MESS_DATUM	QN_3	FX	FM	QN_4	RSK	RSKF	SDK	SHK_TAG	NM	VPM	PM	TMK	UPM	TXK	TNK	TGK	eor
3987	2018-06-16	1	6.9	2.4	1	0	0	3.8	0	6.8	14.1	1003.95	22	55.04	26.8	16.5	16	eor
3987	2018-06-17	1	10.7	4.5	1	0	0	10.617	0	4	13.5	1003.53	20.7	55.58	25.9	14.2	10.7	eor
3987	2018-06-18	1	7.9	3.4	1	0	0	4.15	0	5.6	13.2	1007.64	18.8	61.96	24.8	13.4	10.1	eor
3987	2018-06-19	1	11.2	4.1	1	0	0	4.933	0	5.4	15.8	1009.28	20.6	66.25	25.6	16.4	13.9	eor
3987	2018-06-20	1	7.6	2.5	1	0	0	5.483	0	5.1	16.9	1008.45	21.8	67	28.9	15.6	12.8	eor
3987	2018-06-21	1	19.3	5.9	1	1	6	7.4	0	4.4	13.6	1001.19	17.3	68.21	27.6	10.5	8.8	eor
3987	2018-06-22	1	17.2	5.8	1	3.4	6	2.917	0	6	10.8	1005.39	13.4	70.71	18.7	9.7	8.1	eor
3987	2018-06-23	1	15.6	7	1	2.1	6	2.1	0	7.2	12.4	1007.48	13	83.21	18	11	10.4	eor
3987	2018-06-24	1	10.3	4.8	1	2.9	6	0.05	0	8	14.1	1006.86	12.6	96.29	14.7	11.2	11.2	eor
3987	2018-06-25	1	10	3.6	1	0	0	3.833	0	6.8	14.2	1008.62	15.7	81.29	22.4	11.2	11.7	eor
3987	2018-06-26	1	8.2	3.5	1	0	6	4.35	0	4.7	14.2	1011.06	16.9	75.46	24.3	11.4	9.9	eor
3987	2018-06-27	1	9.8	3.5	1	0	0	9.633	0	3.5	13.4	1012.7	18.9	64.46	25.2	11.7	9.4	eor
3987	2018-06-28	1	10.9	4	1	0	0	11.45	0	4.7	14.8	1009.22	21.8	59.13	29	14.4	11.9	eor
3987	2018-06-29	1	12.8	4	1	0	0	15.35	0	2.7	13.4	1004.44	21.9	53.96	30.8	14.3	12.7	eor
3987	2018-06-30	1	10.8	4.4	1	0	0	13.483	0	2	9.3	1007.93	17.2	49.71	23.2	11.3	9.3	eor
3987	2018-07-01	1	10.8	3.7	1	0	0	13.917	0	2	8.9	1009.02	16.6	50.33	23.8	8.9	6.1	eor
3987	2018-07-02	1	8	2.7	1	0	0	14.317	0	1.8	9.6	1006.38	17.7	52.21	25.2	8.6	5.6	eor
3987	2018-07-03	1	9.6	3.1	1	0	0	15.533	0	1.3	10.2	1004.3	20.7	46	28.9	11.7	8.5	eor
3987	2018-07-04	1	7.7	2.5	1	0	0	15.917	0	0.8	11	1001.86	23.6	42.13	31.9	14.5	11.2	eor
3987	2018-07-05	1	9.4	3.1	1	0	0	13.217	0	3.3	13.7	999.18	24.5	47.13	32.1	17.2	15.2	eor
3987	2018-07-06	1	12.1	4.9	1	0	0	4.183	0	5.1	13.1	1004.18	18.5	62.33	23.9	14.1	12.3	eor
3987	2018-07-07	1	12.3	5.2	1	0	0	14.333	0	2.5	11.2	1007.47	18.9	55.42	27.4	11.3	9.3	eor
3987	2018-07-08	1	8	3.8	1	0	0	6.383	0	4.9	14.6	1008.16	19.9	64.08	27.7	13.8	12.7	eor
